Accession	Gene_name	Protein_name
Q80TL7-2	Mon2	Isoform 2 of Protein MON2 homolog
Q80TN7	Nav3;Kiaa0938;Pomfil1	Neuron navigator 3
Q80TR8-3	Vprbp	Isoform 3 of Protein VPRBP
Q80U72-1	Scrib 	Protein scribble homolog
Q80UK8-1	Ints2 	Integrator complex subunit 2
Q80UM7	Mogs;Gcs1	Mannosyl-oligosaccharide glucosidase
Q80UU9	Pgrmc2	Membrane-associated progesterone receptor component 2
Q80V26	Impad1;Impa3	Inositol monophosphatase 3
Q80VA0	Galnt7	N-acetylgalactosaminyltransferase 7
Q80VD4	Chpf2;2010209O12Rik	2010209O12Rik protein
Q80VP0-1	Tecpr1 	Tectonin beta-propeller repeat-containing protein 1
Q80VP0-2	Tecpr1	Isoform 2 of Tectonin beta-propeller repeat-containing protein 1
Q80VQ0	Aldh3b1;Aldh7	Aldehyde dehydrogenase family 3 member B1
Q80W42	NA	FAS-associated factor 2
Q80W54	Zmpste24;Face1	CAAX prenyl protease 1 homolog
Q80W92	Vac14	Protein VAC14 homolog
Q80WJ7	Mtdh;Lyric	Protein LYRIC
Q80WW9	Ddrgk1	DDRGK domain-containing protein 1
Q80X08	Fam21	WASH complex subunit FAM21
Q80X50-1	Ubap2l 	Ubiquitin-associated protein 2-like
Q80X50-2	Ubap2l	Isoform 2 of Ubiquitin-associated protein 2-like
Q80X50-3	Ubap2l	Isoform 3 of Ubiquitin-associated protein 2-like
Q80X90	Flnb	Filamin-B
Q80X95	Rraga	Ras-related GTP-binding protein A
Q80XI3-4	Eif4g3	Isoform 4 of Eukaryotic translation initiation factor 4 gamma 3
Q80XI6	Map3k11;Mlk3	Mitogen-activated protein kinase kinase kinase 11
Q80XR2	Atp2c1;Pmr1	Calcium-transporting ATPase type 2C member 1
Q80YN3	Bcas1;Nabc1	Breast carcinoma-amplified sequence 1 homolog
Q80Z24	Negr1;Kiaa3001;Ntra	Neuronal growth regulator 1
Q80Z70	Sel1l;Sel1h	Protein sel-1 homolog 1
Q80ZF0	Col27a1	Collagen alpha-1 chain
Q80ZG1	Ric8a	Synembryn-A
Q80ZJ1	Rap2a	Ras-related protein Rap-2a
Q80ZJ1-1	Rap2a 	Ras-related protein Rap-2a
Q80ZJ1-2	Rap2a	Isoform 2 of Ras-related protein Rap-2a
Q810B6	Ankfy1;Ankhzn;Kiaa1255	Ankyrin repeat and FYVE domain-containing protein 1
Q810D0	Synm;DMN;Dmn	Desmuslin
Q810K9	Gxylt2;Glt8d4	Glucoside xylosyltransferase 2
Q810U3	Nfasc	Neurofascin
Q811Q9-2	Pcyt1b	Isoform 2 of Choline-phosphate cytidylyltransferase B
Q812F3	Hyal5;mCG_14990	Hyaluronidase
Q86TG7	PEG10;EDR;KIAA1051;MAR2;MART2;MEF3L1;RGAG3	Retrotransposon-derived protein PEG10
Q86Y82	STX12	Syntaxin-12
Q8BFQ4	Wdr82;Cdw5	WD repeat-containing protein 82
Q8BFR5-2	Tufm	Isoform 2 of Elongation factor Tu, mitochondrial
Q8BFY9-2	Tnpo1	Isoform 2 of Transportin-1
Q8BFZ3	Actbl2	Beta-actin-like protein 2
Q8BFZ9	Erlin2;Spfh2	Erlin-2
Q8BG32	Psmd11	26S proteasome non-ATPase regulatory subunit 11
Q8BG67	Efr3a;Kiaa0143	Protein EFR3 homolog A
Q8BG67-1	Efr3a 	Protein EFR3 homolog A
Q8BGH2	Samm50	Sorting and assembly machinery component 50 homolog
Q8BGJ5	Ptbp1;mCG_13402	MCG13402, isoform CRA_a
Q8BGJ9	U2af1l4;U2af26	Splicing factor U2AF 26 kDa subunit
Q8BGM8	NA	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3
Q8BGN3	Enpp6	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6
Q8BGQ7	Aars	Alanine--tRNA ligase, cytoplasmic
Q8BGU5	Ccny;Cfp1	Cyclin-Y
Q8BGU5-1	Ccny 	Cyclin-Y
Q8BGU5-2	Ccny	Isoform 2 of Cyclin-Y
Q8BGY4	Klhl26	Kelch-like protein 26
Q8BH24	Tm9sf4;Kiaa0255	Transmembrane 9 superfamily member 4
Q8BH57-2	Wdr48	Isoform 2 of WD repeat-containing protein 48
Q8BH57-3	Wdr48	Isoform 3 of WD repeat-containing protein 48
Q8BH59	Slc25a12;Aralar1	Calcium-binding mitochondrial carrier protein Aralar1
Q8BH64	Ehd2	EH domain-containing protein 2
Q8BH65-3	Dennd6a	Isoform 3 of Protein DENND6A
Q8BH97	Rcn3;D7Ertd671e	Reticulocalbin-3
Q8BHC7	Rhbdd1;Rhbdl4;MSD-50;MSD50	Rhomboid-related protein 4
Q8BHL3	Tbc1d10b	TBC1 domain family member 10B
Q8BHL4	Gprc5a;Rai3;Raig1	Retinoic acid-induced protein 3
Q8BI06	Cemip;Kiaa1199	Cell migration-inducing and hyaluronan-binding protein
Q8BIV3	Ranbp6	Ran-binding protein 6
Q8BJF9	Chmp2b	Charged multivesicular body protein 2b
Q8BJL4	NA	Vesicular integral-membrane protein VIP36
Q8BJW6-2	Eif2a	Isoform 2 of Eukaryotic translation initiation factor 2A
Q8BJY1	Psmd5;Kiaa0072	26S proteasome non-ATPase regulatory subunit 5
Q8BK30	Ndufv3	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial
Q8BK72	Mrps27	28S ribosomal protein S27, mitochondrial
Q8BKC5-1	Ipo5 	Importin-5
Q8BKC5-2	Ipo5	Isoform 2 of Importin-5
Q8BKE6	Cyp20a1	Cytochrome P450 20A1
Q8BKG3	Ptk7	Inactive tyrosine-protein kinase 7
Q8BKV1	Gpc2	Glypican-2
Q8BL06-1	Usp54 	Inactive ubiquitin carboxyl-terminal hydrolase 54
Q8BL66	Eea1	Early endosome antigen 1
Q8BL97-3	Srsf7	Isoform 3 of Serine/arginine-rich splicing factor 7
Q8BLK3	Lsamp	Limbic system-associated membrane protein
Q8BLM7	NA	Similar to TRP-related cation influx channel
Q8BLR2	Cpne4	Copine-4
Q8BLX7	Col16a1	Collagen alpha-1 chain
Q8BM55-2	Tmem214	Isoform 2 of Transmembrane protein 214
Q8BMD7	Morc4;Zcwcc2	MORC family CW-type zinc finger protein 4
Q8BMD8	Slc25a24;Scamc1	Calcium-binding mitochondrial carrier protein SCaMC-1
Q8BMF4	Dlat	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial
Q8BMJ2	Lars	Leucine--tRNA ligase, cytoplasmic
Q8BMK4	Ckap4	Cytoskeleton-associated protein 4
Q8BMQ2	Gtf3c4	General transcription factor 3C polypeptide 4
Q8BMS1	Hadha	Trifunctional enzyme subunit alpha, mitochondrial
Q8BMT4	Nrros;Lrrc33	Negative regulator of reactive oxygen species
Q8BNY6	Ncs1;Freq	Neuronal calcium sensor 1
Q8BP67	Rpl24	60S ribosomal protein L24
Q8BP92	Rcn2	Reticulocalbin-2
Q8BPI2	Tmed2	Transmembrane emp24 domain-containing protein 2
Q8BPS8	NA	Myeloid-associated differentiation marker
Q8BPU7	Elmo1	Engulfment and cell motility protein 1
Q8BPU7-4	Elmo1	Isoform 4 of Engulfment and cell motility protein 1
Q8BPX9	Slc15a3;Ci1;Pht2	Solute carrier family 15 member 3
Q8BR92	Palm2	Paralemmin-2
Q8BRF7-3	Scfd1	Isoform 3 of Sec1 family domain-containing protein 1
Q8BRH0-1	Tmtc3 	Transmembrane and TPR repeat-containing protein 3
Q8BS43	NA	Sarcalumenin
Q8BS95	Gpr89a;Gphr;Gpr89	Golgi pH regulator
Q8BSL7	Arf2	ADP-ribosylation factor 2
Q8BT07-2	Cep55	Isoform 2 of Centrosomal protein of 55 kDa
Q8BTF0	Copa	Coatomer subunit alpha
Q8BTM8	Flna;Fln;Fln1	Filamin-A
Q8BTM8-1	Flna 	Filamin-A
Q8BTY2	Slc4a7;Nbc3	Sodium bicarbonate cotransporter 3
Q8BU14	Sec62;Tloc1	Translocation protein SEC62
Q8BU30	Iars	Isoleucine--tRNA ligase, cytoplasmic
Q8BU31	Rap2c	Ras-related protein Rap-2c
Q8BU80	NA	Transmembrane 9 superfamily member 4
Q8BUZ1	Abra	Actin-binding Rho-activating protein
Q8BV79-2	Trank1	Isoform 2 of TPR and ankyrin repeat-containing protein 1
Q8BVE3	Atp6v1h	V-type proton ATPase subunit H
Q8BVI4	Qdpr;Dhpr	Dihydropteridine reductase
Q8BVP2	Ldhal6b	L-lactate dehydrogenase
Q8BVP5	Csnk1g2;Ck1g2	Casein kinase I isoform gamma-2
Q8BVP6	Lypd4	Ly6/PLAUR domain-containing protein 4
Q8BVW3	Trim14;Kiaa0129;Pub	Tripartite motif-containing protein 14
Q8BWQ1	Ugt2a3	UDP-glucuronosyltransferase 2A3
Q8BWS5	Gprin3;Kiaa2027	G protein-regulated inducer of neurite outgrowth 3
Q8BWY3	Etf1	Eukaryotic peptide chain release factor subunit 1
Q8BWZ3-2	Naa25	Isoform 2 of N-alpha-acetyltransferase 25, NatB auxiliary subunit
Q8BX10-2	Pgam5	Isoform 2 of Serine/threonine-protein phosphatase PGAM5, mitochondrial
Q8BX70	Vps13c;Kiaa3021	Vacuolar protein sorting-associated protein 13C
Q8BXA1	Golim4;Df10;Golph4	Golgi integral membrane protein 4
Q8BXA5	Clptm1l	Cleft lip and palate transmembrane protein 1-like protein
Q8BXN9-3	Tmem87a	Isoform 3 of Transmembrane protein 87A
Q8BXR5	Nalcn;Vgcnl1	Sodium leak channel non-selective protein
Q8BXV2	Bri3bp	BRI3-binding protein
Q8BXZ1	Tmx3;Kiaa1830;Txndc10	Protein disulfide-isomerase TMX3
Q8BY89-1	Slc44a2 	Choline transporter-like protein 2
Q8BYK6-1	Ythdf3 	YTH domain-containing family protein 3
Q8BZ21	Kat6a;Moz;Myst3	Histone acetyltransferase KAT6A
Q8BZN6	Dock10;Kiaa0694;Ziz3	Dedicator of cytokinesis protein 10
Q8BZX4-1	Srek1 	Splicing regulatory glutamine/lysine-rich protein 1
Q8C0I1	Agps	Alkyldihydroxyacetonephosphate synthase, peroxisomal
Q8C0S4	Ttc21a;Thm2	Tetratricopeptide repeat protein 21A
Q8C0Z1	Itfg3	Protein ITFG3
Q8C129	Lnpep	Leucyl-cystinyl aminopeptidase
Q8C147-1	Dock8 	Dedicator of cytokinesis protein 8
Q8C159	Ttc22	Tetratricopeptide repeat protein 22
Q8C163	Exog;Endogl1	Nuclease EXOG, mitochondrial
Q8C180	Frs2;Frs2a	Fibroblast growth factor receptor substrate 2
Q8C1B7	Sept11;D5Ertd606e	Septin-11
Q8C1B7-3	Sep-11	Isoform 3 of Septin-11
Q8C1E7	Tmem120a;Tmpit	Transmembrane protein 120A
Q8C1W8	Nnt;mCG_1988	Nicotinamide nucleotide transhydrogenase, isoform CRA_a
Q8C255	Dpep2;Mbd2	Dipeptidase 2
Q8C263	Ska3;Rama1	Spindle and kinetochore-associated protein 3
Q8C2Q3-1	Rbm14 	RNA-binding protein 14
Q8C2Q7	Hnrnph1;Hnrph1	Heterogeneous nuclear ribonucleoprotein H
Q8C407-1	Yipf4 	Protein YIPF4
Q8C522	Endod1;Kiaa0830	Endonuclease domain-containing 1 protein
Q8C6B9	Rps19bp1;Aros	Active regulator of SIRT1
Q8C6F5	Tm9sf3;Smbp	Putative uncharacterized protein
Q8C6K9	Col6a6	Collagen alpha-6 chain
Q8C6U5	NA	DnaJ homolog subfamily C member 11
Q8C7D2-2	Crbn	Isoform 2 of Protein cereblon
Q8C7X2	Emc1;Kiaa0090	ER membrane protein complex subunit 1
Q8C7X2-2	Emc1	Isoform 2 of ER membrane protein complex subunit 1
Q8C8U0-2	Ppfibp1	Isoform 2 of Liprin-beta-1
Q8C979	NA	Collectin-12
Q8C9W3	Adamts2	A disintegrin and metalloproteinase with thrombospondin motifs 2
Q8CAQ8	Immt	Mitochondrial inner membrane protein
Q8CAQ8-2	Immt	Isoform 2 of Mitochondrial inner membrane protein
Q8CAQ8-3	Immt	Isoform 3 of Mitochondrial inner membrane protein
Q8CBM2	Asph	Aspartyl/asparaginyl beta-hydroxylase
Q8CBY3-3	Leng8	Isoform 3 of Leukocyte receptor cluster member 8 homolog
Q8CCJ3	Ufl1;Kiaa0776	E3 UFM1-protein ligase 1
Q8CCJ3-3	Ufl1 	E3 UFM1-protein ligase 1
Q8CCP0-4	Nemf	Isoform 4 of Nuclear export mediator factor Nemf
Q8CDN6	Txnl1;Trp32;Txnl	Thioredoxin-like protein 1
Q8CEE6	Pask;Kiaa0135	PAS domain-containing serine/threonine-protein kinase
Q8CF61	Aqp5	Putative uncharacterized protein
Q8CF66	Lamtor4	Ragulator complex protein LAMTOR4
Q8CFE6	Slc38a2;Ata2;Kiaa1382;Sat2;Snat2	Sodium-coupled neutral amino acid transporter 2
Q8CFG5	Cacna2d3	Voltage-dependent calcium channel subunit alpha-2/delta-3
Q8CFG6	Cacna2d2	Voltage-dependent calcium channel subunit alpha-2/delta-2
Q8CG48	Smc2;Cape;Fin16;Smc2l1	Structural maintenance of chromosomes protein 2
Q8CG73	Rpgrip1l;Ftm;Nphp8	Protein fantom
Q8CGC7	Eprs;Qprs	Bifunctional glutamate/proline--tRNA ligase
Q8CGF6	Wdr47;Kiaa0893	WD repeat-containing protein 47
Q8CGK3	Lonp1;Prss15	Lon protease homolog, mitochondrial
Q8CGK7	Gnal	Guanine nucleotide-binding protein G
Q8CGP0	Hist3h2bb;Hist3h2bb-ps	Histone H2B type 3-B
Q8CGP6	Hist1h2ah	Histone H2A type 1-H
Q8CGT6	Piwil4;Miwi2	Piwi-like protein 4
Q8CH18-1	Ccar1 	Cell division cycle and apoptosis regulator protein 1
Q8CHH9	Sept8;Kiaa0202	Septin-8
Q8CHH9-1	Sep-08	Septin-8
Q8CHP8	Pgp	Phosphoglycolate phosphatase
Q8CHR6	Dpyd	Dihydropyrimidine dehydrogenase [NADP
Q8CHW4	Eif2b5	Translation initiation factor eIF-2B subunit epsilon
Q8CHX2	NA	V-type proton ATPase catalytic subunit A
Q8CI51-2	Pdlim5	Isoform 2 of PDZ and LIM domain protein 5
Q8CI59	Steap3;Tsap6	Metalloreductase STEAP3
Q8CI66	Stoml1	Stomatin-like protein 1
Q8CI94	Pygb	Glycogen phosphorylase, brain form
Q8CIB5	Fermt2;Plekhc1	Fermitin family homolog 2
Q8CIB6	Tmem230	Transmembrane protein 230
Q8CIE6	Copa	Coatomer subunit alpha ; Proxenin
Q8CIM1	Lrrc45	Leucine-rich repeat-containing protein 45
Q8CIM5	Gpr84	G-protein coupled receptor 84
Q8CIR4	Trpm6	Transient receptor potential cation channel subfamily M member 6
Q8CIT9-1	Sbsn 	Suprabasin
Q8CJ27	Aspm;Calmbp1;Sha1	Abnormal spindle-like microcephaly-associated protein homolog
Q8CJ40-1	Crocc 	Rootletin
Q8CJ75	Sorbs3;Sh3d4	Vinexin alpha
Q8HW98	Iglon5	IgLON family member 5
Q8JZQ2	Afg3l2	AFG3-like protein 2
Q8JZR0	Acsl5;Facl5	Long-chain-fatty-acid--CoA ligase 5
Q8JZV7	Amdhd2	Putative N-acetylglucosamine-6-phosphate deacetylase
Q8JZW4	Cpne5	Copine-5
Q8JZX4	Rbm17;Spf45	Splicing factor 45
Q8JZZ7-1	Lphn2 	Latrophilin-2 (Fragment)
Q8K019-3	Bclaf1	Isoform 3 of Bcl-2-associated transcription factor 1
Q8K021	Scamp1	Secretory carrier-associated membrane protein 1
Q8K072	Reep4	Receptor expression-enhancing protein 4
Q8K0B2	Lmbrd1	Probable lysosomal cobalamin transporter
Q8K0P3-1	Tldc1 	TLD domain-containing protein 1
Q8K0T0	Rtn1;Nsp	Reticulon-1
Q8K0U4	Hspa12a;Kiaa0417	Heat shock 70 kDa protein 12A
Q8K183	Pdxk;Pkh	Pyridoxal kinase
Q8K1E0	Stx5;Stx5a	Syntaxin-5
Q8K1E0-2	Stx5	Isoform 2 of Syntaxin-5
Q8K1M6	Dnm1l;Drp1	Dynamin-1-like protein
Q8K201	Kct2	Keratinocyte-associated transmembrane protein 2
Q8K297	Colgalt1;Glt25d1	Procollagen galactosyltransferase 1
Q8K2B3	Sdha	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial
Q8K2F8	Lsm14a;Fam61a;Rap55a	Protein LSM14 homolog A
Q8K2I9	Fbxo18;Fbh1;Fbx18	F-box only protein 18
Q8K2L4	Ddx21	Ddx21 protein
Q8K2Y9-2	Ccm2	Isoform 2 of Malcavernin
Q8K314	Atp2b1	Atp2b1 protein
Q8K368-2	Fanci	Isoform 2 of Fanconi anemia group I protein homolog
Q8K385	FRRS1;Sdfr2;Sdr2	Ferric-chelate reductase 1
Q8K386	Rab15	Ras-related protein Rab-15
Q8K3H0	Appl1;Dip13a;Kiaa1428	DCC-interacting protein 13-alpha
Q8K3J1	Ndufs8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial
Q8K3X4	Irf2bpl;Eap1;Kiaa1865	Interferon regulatory factor 2-binding protein-like
Q8K406	Lgi3	Leucine-rich repeat LGI family member 3
Q8K410	Adam32	Disintegrin and metalloproteinase domain-containing protein 32
Q8K4H3	NA	Dihydropyrimidinase-related protein 3
Q8K4Q8	Colec12;Clp1;Srcl	Collectin-12
Q8K4R9-3	Dlgap5	Isoform 3 of Disks large-associated protein 5
Q8K4S1	Plce1;Kiaa1516;Plce	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1
Q8K4U9	NA	Breast carcinoma-amplified sequence 1 homolog
Q8K4Y5	Lgi1	Leucine-rich glioma-inactivated protein 1
Q8K586	Rasl2-9	GTP-binding nuclear protein Ran, testis-specific isoform
Q8K5B6	NA	Tubulin beta-3 chain
Q8N2G8	GHDC;D11LGP1E;LGP1	GH3 domain-containing protein
Q8NBJ5	COLGALT1;GLT25D1;PSEC0241	Procollagen galactosyltransferase 1
Q8NBU5	ATAD1;FNP001	ATPase family AAA domain-containing protein 1
Q8QZT1	Acat1	Acetyl-CoA acetyltransferase, mitochondrial
Q8QZY1	Eif3l;Eif3eip;Eif3s6ip;Paf67	Eukaryotic translation initiation factor 3 subunit L
Q8QZY9	Sf3b4	Splicing factor 3B subunit 4
Q8R016	Blmh	Bleomycin hydrolase
Q8R081	Hnrnpl;Hnrpl	Heterogeneous nuclear ribonucleoprotein L
Q8R0X7	Sgpl1	Sphingosine-1-phosphate lyase 1
Q8R127	Sccpdh	Saccharopine dehydrogenase-like oxidoreductase
Q8R191	Syngr3	Synaptogyrin-3
Q8R1B4	Eif3c;Eif3s8	Eukaryotic translation initiation factor 3 subunit C
Q8R1D1	Znf426;Kiaa4237;Zfp426	Zinc finger protein 426
Q8R1G6	Pdlim2	PDZ and LIM domain protein 2
Q8R1I1	Uqcr10	Cytochrome b-c1 complex subunit 9
Q8R1K4-1	Phykpl 	5-phosphohydroxy-L-lysine phospho-lyase
Q8R1Q0	Stx19	Syntaxin-19
Q8R1Q8	Dync1li1;Dncli1;Dnclic1	Cytoplasmic dynein 1 light intermediate chain 1
Q8R1V4	Tmed4;Ers25	Transmembrane emp24 domain-containing protein 4
Q8R1Z9-1	Rnf121 	RING finger protein 121
Q8R228	Nes	Nes protein
Q8R2Q8	Bst2	Bone marrow stromal antigen 2
Q8R2Y2-2	Mcam	Isoform 2 of Cell surface glycoprotein MUC18
Q8R2Y8	Ptrh2;Pth2	Peptidyl-tRNA hydrolase 2, mitochondrial
Q8R326-2	Pspc1	Isoform 2 of Paraspeckle component 1
Q8R366	Igsf8;Ewi2;Kct4;Pgrl	Immunoglobulin superfamily member 8
Q8R370	Ushbp1	Usher syndrome type-1C protein-binding protein 1
Q8R3F2	NA	Cytoskeleton-associated protein 4
Q8R3G9	Tspan8	Tetraspanin-8
Q8R3H7	Hs2st1;Hs2st	Heparan sulfate 2-O-sulfotransferase 1
Q8R3P0	Aspa	Aspartoacylase
Q8R422	Cd109	CD109 antigen
Q8R429	Atp2a1	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1
Q8R490	Cdh13;rCG_51389	Cadherin 13
Q8R491	Ehd3;Ehd2	EH domain-containing protein 3
Q8R4A8	GNAS	Guanine nucleotide-binding protein G
Q8R4C0	Capn5	Calpain-5
Q8R4D5	Trpm8;Ltrpc6;Trpp8	Transient receptor potential cation channel subfamily M member 8
Q8R4R4	NA	GOA1B splice variant
Q8R4U0	Stab2;Feel2;Hare	Stabilin-2
Q8R511	Fnbp1;Fbp17	Formin-binding protein 1
Q8R5C5	Actr1b	Beta-centractin
Q8R5D6	NA	Peptidyl-prolyl cis-trans isomerase
Q8R5J9	Arl6ip5;Aip5;Jwa;Pra2;Praf3	PRA1 family protein 3
Q8R5L1	C1qbp;mCG_21176	Complement component 1 Q subcomponent-binding protein, mitochondrial
Q8R5L3-2	Vps39	Isoform 2 of Vam6/Vps39-like protein
Q8VBT0	Tmx1;Txndc;Txndc1	Thioredoxin-related transmembrane protein 1
Q8VBX4	Cd207;Clec4k	C-type lectin domain family 4 member K
Q8VBZ3	Clptm1;N14	Cleft lip and palate transmembrane protein 1 homolog
Q8VCE1	Dnajc28;ORF28	DnaJ homolog subfamily C member 28
Q8VCF0	Mavs;Ips1;Visa	Mitochondrial antiviral-signaling protein
Q8VCH6	Dhcr24;Kiaa0018	Delta(24)-sterol reductase
Q8VCS3	Fam20b	Glycosaminoglycan xylosylkinase
Q8VCW4	Unc93b1;Unc93b	Protein unc-93 homolog B1
Q8VD57	Sft2d2	Vesicle transport protein SFT2B
Q8VDD5	Myh9	Myosin-9
Q8VDJ3	Hdlbp	Vigilin
Q8VDL4	Adpgk	ADP-dependent glucokinase
Q8VDM0	NA	Lamin-B receptor
Q8VDM4	Psmd2	26S proteasome non-ATPase regulatory subunit 2
Q8VDN2	Atp1a1	Sodium/potassium-transporting ATPase subunit alpha-1
Q8VDP4	Ccar2	Cell cycle and apoptosis regulator protein 2
Q8VDP6	Cdipt;Pis1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
Q8VDV8	Mitd1	MIT domain-containing protein 1
Q8VDZ4-1	Zdhhc5 	Palmitoyltransferase ZDHHC5
Q8VDZ4-2	Zdhhc5	Isoform 2 of Palmitoyltransferase ZDHHC5
Q8VE37	Rcc1;Chc1	Regulator of chromosome condensation
Q8VE96	Slc35f6	Solute carrier family 35 member F6
Q8VE99	Ccdc115	Coiled-coil domain-containing protein 115
Q8VEH3	Arl8a;Arl10b;Gie2	ADP-ribosylation factor-like protein 8A
Q8VEK0	Tmem30a;Cdc50a;D9Wsu20e	Cell cycle control protein 50A
Q8VEK3	Hnrnpu;Hnrpu	Heterogeneous nuclear ribonucleoprotein U
Q8VEL0-1	Mospd1 	Motile sperm domain-containing protein 1
Q8VEM8	Slc25a3	Phosphate carrier protein, mitochondrial
Q8VH51-3	Rbm39	Isoform 3 of RNA-binding protein 39
Q8VHJ0	Ahnak	AHNAK-related protein
Q8VHK3	NA	Ezrin
Q8VHV7	Hnrnph1;Hnrph;Hnrph1	Heterogeneous nuclear ribonucleoprotein H
Q8VHX6	Flnc;Abpl;Fln2	Filamin-C
Q8VHX6-2	Flnc	Isoform 2 of Filamin-C
Q8VI65	NA	Beta II spectrin-short isoform
Q8VID2	Npepps;psa	Puromycin-sensitive aminopeptidase
Q8VIF2	Prss42;Tessp2	Serine protease 42
Q8VIJ6	Sfpq;Psf	Splicing factor, proline- and glutamine-rich
Q8WVM0	TFB1M;CGI-75	Dimethyladenosine transferase 1, mitochondrial
Q91V08	Clec2d;Clrb;Ocil	C-type lectin domain family 2 member D
Q91V12	Acot7;Bach	Cytosolic acyl coenzyme A thioester hydrolase
Q91V14	Slc12a5;Kcc2;Kiaa1176	Solute carrier family 12 member 5
Q91V33	Khdrbs1;Sam68	KH domain-containing, RNA-binding, signal transduction-associated protein 1
Q91V38	Hsp90b1	Heat shock protein 90, beta , member 1
Q91V41	Rab14	Ras-related protein Rab-14
Q91V61	Sfxn3	Sideroflexin-3
Q91V69	CD14	CD14 antigen
Q91V88	Npnt;Neph1;Poem	Nephronectin
Q91V92	Acly	ATP-citrate synthase
Q91VA7	Idh3b;mCG_9915	Isocitrate dehydrogenase 3
Q91VC9	Ghitm;Mics1	Growth hormone-inducible transmembrane protein
Q91VD9	Ndufs1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial
Q91VG0	NA	Mitochondrial fission factor
Q91VH1	Adipor1	Adiponectin receptor protein 1
Q91VH2	Snx9	Sorting nexin-9
Q91VI0	NA	2'-5'-oligoadenylate synthase 1A
Q91VI7	Rnh1;Rnh	Ribonuclease inhibitor
Q91VK1	Bzw2	Basic leucine zipper and W2 domain-containing protein 2
Q91VK4	Itm2c	Integral membrane protein 2C
Q91VR2	Atp5c1	ATP synthase subunit gamma, mitochondrial
Q91VR5	Ddx1	ATP-dependent RNA helicase DDX1
Q91VR7	Map1lc3a	Microtubule-associated proteins 1A/1B light chain 3A
Q91VU0	Fam3c;D6Wsu176e;Ilei	Protein FAM3C
Q91VV9	Emc7;2900064A13Rik	2900064A13Rik protein
Q91VX2	Ubap2;Lig1	Ubiquitin-associated protein 2
Q91VX9	Tmem168	Transmembrane protein 168
Q91W06	Tcirg1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3
Q91W52-1	Tmem19 	Transmembrane protein 19
Q91W53	Golga7;MNCb-1213	Golgin subfamily A member 7
Q91W53-1	Golga7 	Golgin subfamily A member 7
Q91W92	Cdc42ep1;Borg5;Cep1	Cdc42 effector protein 1
Q91WB7	Ubtd1	Ubiquitin domain-containing protein 1
Q91WC3	Acsl6;Facl6	Long-chain-fatty-acid--CoA ligase 6
Q91WD5	Ndufs2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial
Q91WJ7-2	Spats2l	Isoform 2 of SPATS2-like protein
Q91WK2	Eif3h;Eif3s3	Eukaryotic translation initiation factor 3 subunit H
Q91WL2	NA	Trimeric intracellular cation channel type A
Q91WQ3	Yars	Tyrosine--tRNA ligase, cytoplasmic
Q91WS0	Cisd1;D10Ertd214e;Zcd1	CDGSH iron-sulfur domain-containing protein 1
Q91X21	Kiaa2013	Uncharacterized protein KIAA2013
Q91X21-1	Kiaa2013 	Uncharacterized protein KIAA2013
Q91X69	Cd5	CD5 antigen
Q91X78	Erlin1;Keo4;Spfh1	Erlin-1
Q91X84-1	Crtc3 	CREB-regulated transcription coactivator 3
Q91XA2	Golm1;Golph2	Golgi membrane protein 1
Q91XH6	Vti1b;mCG_5809	Vesicle transport through interaction with t-SNAREs 1B homolog
Q91XL3	Uxs1	UDP-glucuronic acid decarboxylase 1
Q91XL4	NA	G-protein beta-2 subunit
Q91XP5	Glra3	Glycine receptor subunit alpha-3
Q91XS1-2	Mtmr4	Isoform 2 of Myotubularin-related protein 4
Q91XV3	Basp1;Nap22	Brain acid soluble protein 1
Q91XW0	NA	Heat shock protein HSP 90-alpha
Q91Y79	Cep170;Kab;Rhk1	KARP-1-binding protein 1
Q91Y81	Sept2;Vesp11	Septin-2
Q91YH5	Atl3	Atlastin-3
Q91YH5-2	Atl3	Isoform 2 of Atlastin-3
Q91YK3	NA	Transmembrane emp24 domain-containing protein 1
Q91YL2	Rnf126	E3 ubiquitin-protein ligase RNF126
Q91YL7	Cwh43;Pgap2ip	PGAP2-interacting protein
Q91YL7-2	Cwh43	Isoform 2 of PGAP2-interacting protein
Q91YN9	Bag2	BAG family molecular chaperone regulator 2
Q91YQ5	Rpn1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
Q91YR1	Twf1;Ptk9	Twinfilin-1
Q91YT0	Ndufv1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial
Q91YT8	Tmem63a;Kiaa0792	CSC1-like protein 1
